timestamp,elapsed_s,source,rpm,torque_nm,throttle_pct
2026-06-08T15:42:52.221,0.000,rpm,0.000,,
2026-06-08T15:42:52.221,0.000,rpm,0.000,,
2026-06-08T15:42:52.221,0.000,torque,0.000,0.062579,
2026-06-08T15:42:52.221,0.000,rpm,0.000,0.062579,
2026-06-08T15:42:52.221,0.000,rpm,0.000,0.062579,
2026-06-08T15:42:52.221,0.000,rpm,0.000,0.062579,
2026-06-08T15:42:52.221,0.000,torque,0.000,0.062583,
2026-06-08T15:42:52.221,0.000,rpm,0.000,0.062583,
2026-06-08T15:42:52.249,0.031,rpm,0.000,0.062583,
2026-06-08T15:42:52.289,0.078,rpm,0.000,0.062583,
2026-06-08T15:42:52.296,0.078,rpm,0.000,0.062583,
2026-06-08T15:42:52.306,0.094,rpm,0.000,0.062583,
2026-06-08T15:42:52.314,0.094,torque,0.000,0.062356,
2026-06-08T15:42:52.340,0.125,rpm,0.000,0.062356,
2026-06-08T15:42:52.351,0.140,rpm,0.000,0.062356,
2026-06-08T15:42:52.368,0.156,rpm,0.000,0.062356,
2026-06-08T15:42:52.385,0.172,torque,0.000,0.062478,
2026-06-08T15:42:52.387,0.172,rpm,0.000,0.062478,
2026-06-08T15:42:52.411,0.203,rpm,0.000,0.062478,
2026-06-08T15:42:52.440,0.219,rpm,0.000,0.062478,
2026-06-08T15:42:52.468,0.250,rpm,0.000,0.062478,
2026-06-08T15:42:52.473,0.265,torque,0.000,0.062571,
2026-06-08T15:42:52.492,0.281,rpm,0.000,0.062571,
2026-06-08T15:42:52.526,0.312,rpm,0.000,0.062571,
2026-06-08T15:42:52.526,0.312,rpm,0.000,0.062571,
2026-06-08T15:42:52.553,0.344,rpm,0.000,0.062571,
2026-06-08T15:42:52.568,0.359,torque,0.000,0.062334,
2026-06-08T15:42:52.570,0.359,rpm,0.000,0.062334,
2026-06-08T15:42:52.598,0.375,rpm,0.000,0.062334,
2026-06-08T15:42:52.608,0.390,rpm,0.000,0.062334,
2026-06-08T15:42:52.646,0.437,torque,0.000,0.062455,
2026-06-08T15:42:52.649,0.437,rpm,0.000,0.062455,
2026-06-08T15:42:52.665,0.453,rpm,0.000,0.062455,
2026-06-08T15:42:52.686,0.469,rpm,0.000,0.062455,
2026-06-08T15:42:52.693,0.484,rpm,0.000,0.062455,
2026-06-08T15:42:52.714,0.500,rpm,0.000,0.062455,
2026-06-08T15:42:52.732,0.515,torque,0.000,0.063099,
2026-06-08T15:42:52.739,0.515,rpm,0.000,0.063099,
2026-06-08T15:42:52.802,0.594,rpm,0.000,0.063099,
2026-06-08T15:42:52.824,0.609,torque,0.000,0.062978,
2026-06-08T15:42:52.847,0.625,rpm,0.000,0.062978,
2026-06-08T15:42:52.863,0.640,rpm,0.000,0.062978,
2026-06-08T15:42:52.902,0.687,rpm,0.000,0.062978,
2026-06-08T15:42:52.905,0.687,torque,0.000,0.062438,
2026-06-08T15:42:52.924,0.703,rpm,0.000,0.062438,
2026-06-08T15:42:52.958,0.750,rpm,0.000,0.062438,
2026-06-08T15:42:52.964,0.750,rpm,0.000,0.062438,
2026-06-08T15:42:52.985,0.765,rpm,0.000,0.062438,
2026-06-08T15:42:53.001,0.781,torque,0.000,0.062353,
2026-06-08T15:42:53.022,0.812,rpm,0.000,0.062353,
2026-06-08T15:42:53.024,0.812,rpm,0.000,0.062353,
2026-06-08T15:42:53.050,0.828,rpm,0.000,0.062353,
2026-06-08T15:42:53.074,0.859,rpm,0.000,0.062353,
2026-06-08T15:42:53.080,0.859,torque,0.000,0.062366,
2026-06-08T15:42:53.098,0.890,rpm,0.000,0.062366,
2026-06-08T15:42:53.132,0.922,rpm,0.000,0.062366,
2026-06-08T15:42:53.155,0.937,rpm,0.000,0.062366,
2026-06-08T15:42:53.177,0.969,torque,0.000,0.062433,
2026-06-08T15:42:53.178,0.969,rpm,0.000,0.062433,
2026-06-08T15:42:53.216,1.000,rpm,0.000,0.062433,
2026-06-08T15:42:53.242,1.031,rpm,0.000,0.062433,
2026-06-08T15:42:53.257,1.047,torque,0.000,0.062426,
2026-06-08T15:42:53.257,1.047,rpm,0.000,0.062426,
2026-06-08T15:42:53.272,1.062,rpm,0.000,0.062426,
2026-06-08T15:42:53.300,1.078,rpm,0.000,0.062426,
2026-06-08T15:42:53.320,1.109,rpm,0.000,0.062426,
2026-06-08T15:42:53.337,1.125,rpm,0.000,0.062426,
2026-06-08T15:42:53.339,1.125,torque,0.000,0.062379,
2026-06-08T15:42:53.354,1.140,rpm,0.000,0.062379,
2026-06-08T15:42:53.385,1.172,rpm,0.000,0.062379,
2026-06-08T15:42:53.385,1.172,rpm,0.000,0.062379,
2026-06-08T15:42:53.407,1.187,rpm,0.000,0.062379,
2026-06-08T15:42:53.434,1.219,torque,0.000,0.062467,
2026-06-08T15:42:53.435,1.219,rpm,0.000,0.062467,
2026-06-08T15:42:53.459,1.250,rpm,0.000,0.062467,
2026-06-08T15:42:53.491,1.281,rpm,0.000,0.062467,
2026-06-08T15:42:53.513,1.297,rpm,0.000,0.062467,
2026-06-08T15:42:53.514,1.297,torque,0.000,0.062466,
2026-06-08T15:42:53.549,1.328,rpm,0.000,0.062466,
2026-06-08T15:42:53.550,1.328,rpm,0.000,0.062466,
2026-06-08T15:42:53.577,1.359,rpm,0.000,0.062466,
2026-06-08T15:42:53.593,1.375,rpm,0.000,0.062466,
2026-06-08T15:42:53.607,1.390,torque,0.000,0.062426,
2026-06-08T15:42:53.629,1.406,rpm,0.000,0.062426,
2026-06-08T15:42:53.657,1.437,rpm,0.000,0.062426,
2026-06-08T15:42:53.674,1.453,rpm,0.000,0.062426,
2026-06-08T15:42:53.683,1.469,torque,0.000,0.062440,
2026-06-08T15:42:53.707,1.484,rpm,0.000,0.062440,
2026-06-08T15:42:53.720,1.500,rpm,0.000,0.062440,
2026-06-08T15:42:53.738,1.515,rpm,0.000,0.062440,
2026-06-08T15:42:53.768,1.547,rpm,0.000,0.062440,
2026-06-08T15:42:53.785,1.562,torque,0.000,0.062437,
2026-06-08T15:42:53.785,1.562,rpm,0.000,0.062437,
2026-06-08T15:42:53.808,1.594,rpm,0.000,0.062437,
2026-06-08T15:42:53.825,1.609,rpm,0.000,0.062437,
2026-06-08T15:42:53.850,1.640,rpm,0.000,0.062437,
2026-06-08T15:42:53.858,1.640,torque,0.000,0.062294,
2026-06-08T15:42:53.882,1.672,rpm,0.000,0.062294,
2026-06-08T15:42:53.898,1.687,rpm,0.000,0.062294,
2026-06-08T15:42:53.913,1.703,rpm,0.000,0.062294,
2026-06-08T15:42:53.928,1.719,rpm,0.000,0.062294,
2026-06-08T15:42:53.944,1.734,torque,0.000,0.062308,
2026-06-08T15:42:53.945,1.734,rpm,0.000,0.062308,
2026-06-08T15:42:53.981,1.765,rpm,0.000,0.062308,
2026-06-08T15:42:53.991,1.781,rpm,0.000,0.062308,
2026-06-08T15:42:54.008,1.797,rpm,0.000,0.062308,
2026-06-08T15:42:54.026,1.812,rpm,0.000,0.062308,
2026-06-08T15:42:54.030,1.812,torque,0.000,0.062440,
2026-06-08T15:42:54.059,1.844,rpm,0.000,0.062440,
2026-06-08T15:42:54.089,1.875,rpm,0.000,0.062440,
2026-06-08T15:42:54.089,1.875,rpm,0.000,0.062440,
2026-06-08T15:42:54.111,1.890,rpm,0.000,0.062440,
2026-06-08T15:42:54.116,1.906,torque,0.000,0.062485,
2026-06-08T15:42:54.149,1.937,rpm,0.000,0.062485,
2026-06-08T15:42:54.164,1.953,rpm,0.000,0.062485,
2026-06-08T15:42:54.186,1.969,rpm,0.000,0.062485,
2026-06-08T15:42:54.196,1.984,rpm,0.000,0.062485,
2026-06-08T15:42:54.203,1.984,torque,0.000,0.062246,
2026-06-08T15:42:54.237,2.015,rpm,0.000,0.062246,
