timestamp,elapsed_s,source,rpm,torque_mnm,throttle_pct
2026-06-25T17:19:57.194,0.016,torque,,0.126,
2026-06-25T17:19:57.212,0.032,rpm,0.000,0.126,
2026-06-25T17:19:57.213,0.032,rpm,0.000,0.126,
2026-06-25T17:19:57.213,0.032,rpm,0.000,0.126,
2026-06-25T17:19:57.213,0.032,rpm,0.000,0.126,
2026-06-25T17:19:57.213,0.032,rpm,0.000,0.126,
2026-06-25T17:19:57.214,0.032,torque,0.000,0.253,
2026-06-25T17:19:57.214,0.032,rpm,0.000,0.253,
2026-06-25T17:19:57.255,0.078,rpm,0.000,0.253,
2026-06-25T17:19:57.259,0.078,rpm,0.000,0.253,
2026-06-25T17:19:57.259,0.078,rpm,0.000,0.253,
2026-06-25T17:19:57.299,0.110,rpm,0.000,0.253,
2026-06-25T17:19:57.309,0.125,torque,0.000,0.130,
2026-06-25T17:19:57.331,0.141,rpm,0.000,0.130,
2026-06-25T17:19:57.405,0.219,rpm,0.000,0.130,
2026-06-25T17:19:57.405,0.219,torque,0.000,0.013,
2026-06-25T17:19:57.405,0.219,rpm,0.000,0.013,
2026-06-25T17:19:57.414,0.235,rpm,0.000,0.013,
2026-06-25T17:19:57.449,0.266,rpm,0.000,0.013,
2026-06-25T17:19:57.468,0.282,torque,0.000,0.141,
2026-06-25T17:19:57.468,0.282,rpm,0.000,0.141,
2026-06-25T17:19:57.481,0.297,rpm,0.000,0.141,
2026-06-25T17:19:57.491,0.313,rpm,0.000,0.141,
2026-06-25T17:19:57.547,0.360,rpm,0.000,0.141,
2026-06-25T17:19:57.560,0.375,torque,0.000,0.114,
2026-06-25T17:19:57.560,0.375,rpm,0.000,0.114,
2026-06-25T17:19:57.570,0.391,rpm,0.000,0.114,
2026-06-25T17:19:57.625,0.438,rpm,0.000,0.114,
2026-06-25T17:19:57.637,0.453,rpm,0.000,0.114,
2026-06-25T17:19:57.637,0.453,rpm,0.000,0.114,
2026-06-25T17:19:57.637,0.453,torque,0.000,0.085,
2026-06-25T17:19:57.647,0.469,rpm,0.000,0.085,
2026-06-25T17:19:57.701,0.516,rpm,0.000,0.085,
2026-06-25T17:19:57.715,0.532,rpm,0.000,0.085,
2026-06-25T17:19:57.715,0.532,torque,0.000,-0.030,
2026-06-25T17:19:57.725,0.547,rpm,0.000,-0.030,
2026-06-25T17:19:57.802,0.625,rpm,0.000,-0.030,
2026-06-25T17:19:57.812,0.625,rpm,0.000,-0.030,
2026-06-25T17:19:57.814,0.625,torque,0.000,-0.004,
2026-06-25T17:19:57.815,0.625,rpm,0.000,-0.004,
2026-06-25T17:19:57.815,0.625,rpm,0.000,-0.004,
2026-06-25T17:19:57.840,0.657,rpm,0.000,-0.004,
2026-06-25T17:19:57.894,0.703,rpm,0.000,-0.004,
2026-06-25T17:19:57.903,0.719,torque,0.000,0.193,
2026-06-25T17:19:57.913,0.735,rpm,0.000,0.193,
2026-06-25T17:19:57.964,0.782,rpm,0.000,0.193,
2026-06-25T17:19:57.964,0.782,rpm,0.000,0.193,
2026-06-25T17:19:57.977,0.797,torque,0.000,0.296,
2026-06-25T17:19:57.977,0.797,rpm,0.000,0.296,
2026-06-25T17:19:57.984,0.797,rpm,0.000,0.296,
2026-06-25T17:19:58.028,0.844,rpm,0.000,0.296,
2026-06-25T17:19:58.048,0.860,rpm,0.000,0.296,
2026-06-25T17:19:58.048,0.860,rpm,0.000,0.296,
2026-06-25T17:19:58.061,0.875,torque,0.000,0.421,
2026-06-25T17:19:58.072,0.891,rpm,0.000,0.421,
2026-06-25T17:19:58.083,0.907,rpm,0.000,0.421,
2026-06-25T17:19:58.142,0.953,rpm,0.000,0.421,
2026-06-25T17:19:58.142,0.953,rpm,0.000,0.421,
2026-06-25T17:19:58.157,0.969,rpm,0.000,0.421,
2026-06-25T17:19:58.157,0.969,torque,0.000,0.116,
2026-06-25T17:19:58.189,1.000,rpm,0.000,0.116,
2026-06-25T17:19:58.190,1.000,rpm,0.000,0.116,
2026-06-25T17:19:58.232,1.047,rpm,0.000,0.116,
2026-06-25T17:19:58.232,1.047,torque,0.000,0.061,
2026-06-25T17:19:58.244,1.063,rpm,0.000,0.061,
2026-06-25T17:19:58.292,1.110,rpm,0.000,0.061,
2026-06-25T17:19:58.302,1.125,rpm,0.000,0.061,
2026-06-25T17:19:58.304,1.125,rpm,0.000,0.061,
2026-06-25T17:19:58.316,1.141,torque,0.000,0.144,
2026-06-25T17:19:58.316,1.141,rpm,0.000,0.144,
2026-06-25T17:19:58.326,1.141,rpm,0.000,0.144,
2026-06-25T17:19:58.349,1.172,rpm,0.000,0.144,
2026-06-25T17:19:58.400,1.219,rpm,0.000,0.144,
2026-06-25T17:19:58.411,1.235,rpm,0.000,0.144,
2026-06-25T17:19:58.422,1.235,torque,0.000,0.268,
2026-06-25T17:19:58.423,1.235,rpm,0.000,0.268,
2026-06-25T17:19:58.432,1.250,rpm,0.000,0.268,
2026-06-25T17:19:58.483,1.297,rpm,0.000,0.268,
2026-06-25T17:19:58.491,1.313,torque,0.000,0.281,
2026-06-25T17:19:58.492,1.313,rpm,0.000,0.281,
2026-06-25T17:19:58.492,1.313,rpm,0.000,0.281,
2026-06-25T17:19:58.516,1.328,rpm,0.000,0.281,
2026-06-25T17:19:58.566,1.375,rpm,0.000,0.281,
2026-06-25T17:19:58.575,1.391,rpm,0.000,0.281,
2026-06-25T17:19:58.575,1.391,torque,0.000,0.200,
2026-06-25T17:19:58.577,1.391,rpm,0.000,0.200,
2026-06-25T17:19:58.637,1.453,rpm,0.000,0.200,
2026-06-25T17:19:58.638,1.453,rpm,0.000,0.200,
2026-06-25T17:19:58.646,1.469,rpm,0.000,0.200,
2026-06-25T17:19:58.648,1.469,rpm,0.000,0.200,
2026-06-25T17:19:58.660,1.485,torque,0.000,0.268,
2026-06-25T17:19:58.670,1.485,rpm,0.000,0.268,
2026-06-25T17:19:58.722,1.532,rpm,0.000,0.268,
2026-06-25T17:19:58.732,1.547,rpm,0.000,0.268,
2026-06-25T17:19:58.743,1.563,rpm,0.000,0.268,
2026-06-25T17:19:58.758,1.578,torque,0.000,0.238,
2026-06-25T17:19:58.767,1.578,rpm,0.000,0.238,
2026-06-25T17:19:58.786,1.610,rpm,0.000,0.238,
2026-06-25T17:19:58.808,1.625,rpm,0.000,0.238,
2026-06-25T17:19:58.826,1.641,torque,0.000,0.203,
2026-06-25T17:19:58.845,1.657,rpm,0.000,0.203,
2026-06-25T17:19:58.867,1.688,rpm,0.000,0.203,
2026-06-25T17:19:58.886,1.703,rpm,0.000,0.203,
2026-06-25T17:19:58.905,1.719,rpm,0.000,0.203,
2026-06-25T17:19:58.916,1.735,rpm,0.000,0.203,
2026-06-25T17:19:58.924,1.735,torque,0.000,0.012,
2026-06-25T17:19:58.981,1.797,rpm,0.000,0.012,
2026-06-25T17:19:58.983,1.797,rpm,0.000,0.012,
2026-06-25T17:19:59.005,1.828,rpm,0.000,0.012,
2026-06-25T17:19:59.005,1.828,torque,0.000,0.187,
2026-06-25T17:19:59.047,1.860,rpm,0.000,0.187,
2026-06-25T17:19:59.058,1.875,rpm,0.000,0.187,
2026-06-25T17:19:59.069,1.891,rpm,0.000,0.187,
2026-06-25T17:19:59.079,1.891,rpm,0.000,0.187,
2026-06-25T17:19:59.098,1.922,torque,0.000,0.156,
2026-06-25T17:19:59.098,1.922,rpm,0.000,0.156,
2026-06-25T17:19:59.140,1.953,rpm,0.000,0.156,
2026-06-25T17:19:59.140,1.953,rpm,0.000,0.156,
2026-06-25T17:19:59.161,1.985,rpm,0.000,0.156,
2026-06-25T17:19:59.179,2.000,torque,0.000,0.217,
2026-06-25T17:19:59.214,2.032,rpm,0.000,0.217,
2026-06-25T17:19:59.235,2.047,rpm,0.000,0.217,
2026-06-25T17:19:59.235,2.047,rpm,0.000,0.217,
2026-06-25T17:19:59.263,2.078,torque,0.000,0.305,
